KEY,ENGLISH,KOREAN,CHECKED
t.the_ranch,The Ranch,목장,
m.intro.the_ranch,A distant home for distant hearts.,멀리있는 마음을 위한 멀리있는 집.,
m.desc.the_ranch,"Beatrix begins her life on a humble ranch in the middle of an area of the Far, Far Range known as the \
    Dry Reef. Once the property of the legendary slime rancher and notorious old codger, Hobson Twillgers, the ranch \
    has seen better days, as Hobson let it come into a state of disrepair shortly before disappearing completely.\n\
    \n\
    Hobson's whereabouts are currently unknown.","Beatrix는 건조한 암초로 알려진 머나먼 방목장의 한가운데 있는 소박한 목장에서 그녀의 삶을 시작합니다. 한때 슬라임 목장주 중 재력가였고 악명 높은 늙은 영감탱이인 Hobson Twillgers가 건조한 암초 지역에서 완전히 순식간에 사라지기 전에 암초 지역을 망가진 상태로 만들어서 목장의 상태가 좋지 않게 되었습니다.\n\
\n\
Hobson의 소재는 현재 알려지지 않았습니다.",
t.keys,Slime Keys,슬라임 열쇠,
m.intro.keys,An ancient key for an ancient lock.,고대의 자물쇠를 위한 고대의 열쇠.,
m.desc.keys,"Slime Keys are large, stone keys that are used to open the ancient slime gates across the range. \
    These gates often lead to new areas to explore or create shortcuts to familiar ones.","슬라임 열쇠는 목장 내의 고대 슬라임 문을 여는 데 사용되는 대형 돌로 된 열쇠입니다. \
이러한 문들은 익숙한 지역에 대해 워프를 만들 수 있거나 탐색할 수 있는 새로운 지역으로 이어집니다.",
t.refinery,Refinery,정제소,
m.intro.refinery,The first step to building fantastic gadgets.,멋진 장치를 만들기위한 첫번째 단계.,
m.desc.refinery,"Using advanced technology, the Refinery breaks down plorts and other resources to their molecular \
  level, allowing them to be fabricated into various Slime Science gadgets. Aside from plorts, the bulk of resources \
  you will use in Slime Science will be obtained from extractors.\n\
  \n\
  Be sure to choose what to deposit into the Refinery wisely: any resources you deposit cannot be removed from the \
  refinery, but instead used only for building gadgets.","고급 기술을 사용하여 정제소는 보석과 기타 자원을 분자 단위로 분해하여 다양한 슬라임 과학 장치로 제작할 수 있도록 합니다. 보석 외에 슬라임 과학에서 사용할 대부분의 자원은 추출기에서 얻을 수 있습니다.\n\
\n\
무엇을 정제소에 투입할 것인지 확실하게 정하십시오. : 투입한 모든 자원은 장치를 만드는 용도 이외에는 절대로 꺼낼 수 없습니다.",
t.fabricator,Fabricator,제작기,
m.intro.fabricator,Let's get crafty.,만들어보자고.,
m.desc.fabricator,"The Fabricator allows you to craft gadgets from a blueprint using resources you have stored in the \
  Refinery. You can generally build as many gadgets of a specific blueprint as you wish, however some special gadgets \
  have build limits, allowing you to only own a certain number of them at a time.","제작기를 사용하면 정제소에 저장한 자원을 사용하여 설계도면에서 도구를 \
만들 수 있습니다. 일반적으로 특정 설계도면의 도구를 원하는만큼 만들 수 있지만 일부 특수 도구는 \
제작에 제한이 있으므로 한 번에 일정 갯수만 소유 할 수 있습니다.",
t.blueprints,Blueprints,설계도면,
m.intro.blueprints,All great scientists have a plan... most of the time.,모든 유능한 과학자들은 계획을 가지고 있지... 대부분의 시간에 말이야.,
m.desc.blueprints,"Blueprints allow you to craft gadgets at the Fabricator. Once you own a blueprint for a specific \
  gadget, you can craft it as many times as you like, provided you have the necessary resources and are not exceeding \
  the build limit.\n\
  \n\
  Blueprints can be purchased from the Builder's Shop, or found in treasure pods throughout the Far, Far Range. Some \
  of them are hiding in really secret spots!","설계도면을 사용하여 제작소에서 장치를 만들 수 있습니다. 특정 장치의 설계도면을 한번이라도 얻으면, 필요한 재료가 있고 건설 제한을 초과하지 않는 한, 제작하고 싶은 만큼 제작할 수 있습니다.\n\
\n\
설계도면은 장인의 상점에서 구입하거나 머나먼 방목장의 보물 창에서 찾을 수 있습니다. 설계도면 중 일부는 정말로 비밀 장소에 숨겨져 있습니다!",
t.extractors,Extractors,추출기,
m.intro.extractors,Nature is a treasure hoarder.,자연은 보물 축적가지.,
m.desc.extractors,"Extractors are a special class of Slime Science gadgets that are essential for building all other \
  types of gadgets. Extractors include drills, pumps, and apiaries.\n\
  \n\
  Once placed on a build site, an extractor will begin working, collecting resources from the environment over time. \
  Once it is full of resources, an extractor can be emptied. The best extractors can repeat this cycle multiple times \
  before they finally break down.\n\
  \n\
  Each extractor can find exclusive resources if used in the correct zone:\n\
  Pumps can find a special resource in the Dry Reef.\n\
  Drills can find a special resource in the Indigo Quarry.\n\
  Apiaries can find a special resource in the Moss Blanket.","추출기는 추출기를 제외한 모든 종류의 슬라임 과학 장치를 제작하는 데 필수적인 특별한 장치 종류입니다. 추출기에는 드릴, 펌프, 양봉장이 있습니다.\n\
\n\
건설 부지에 추출기를 놓으면 추출기가 일을 하기 시작하여 일정 동안 주변에서 자원을 수집합니다.  자원이 충분히 모이면 추출기를 비울 수 있습니다. 가장 좋은 추출기는 최종적으로 부숴지기 전까지 여러번 작업을 반복할 수 있습니다.\n\
\n\
각 추출기는 정확한 구역에서 사용하면 특별한 자원을 찾을 수 있습니다.\n\
펌프는 건조한 암초에서 특별한 자원을 찾을 수 있습니다.\n\
드릴은 인디고 채석장에서 특별한 자원을 찾을 수 있습니다.\n\
양봉장은 이끼 담요 숲에서 특별한 자원을 찾을 수 있습니다.",
t.utilities,Utilities,도구,
m.intro.utilities,Tools for getting the job done.,작업을 완료하기 위한 도구.,
m.desc.utilities,"Utilities are a class of Slime Science gadgets that provide useful features to aid you in managing \
  your ranch, as well as exploring the range.\n\
  \n\
  Craft utilities in order to make your slime ranching a little easier.","
도구는 당신의 목장 안을 관리하고 목장 밖을 탐색하는 데 도움이 되는 유용한 기능을\
제공하는 슬라임 과학 도구입니다.\n\
\n\
슬라임 목장을 좀 더 용이하게 만들어주기 위한 제품입니다.",
t.warp_tech,Warp Tech,워프 기술,
m.intro.warp_tech,Try not to think about how it works.,어떻게 작동하는지는 생각하지 말자.,
m.desc.warp_tech,"Warp tech is a class of Slime Science gadgets that allow you to harness the power of instantaneous \
  travel. It includes teleporters that you can use to create shortcuts, as well as gadgets that allow you to transport \
  items.\n\
  \n\
  Craft warp tech in order to ranch and explore much faster and more efficiently.","워프 기술은 시간 여행의 힘을 사용할 수 있는 슬라임 과학 도구 중 하나입니다. \
여기에는 원하는 장소로 바로 가기 위한 도구를 만드는 데 사용 할 수있는 텔레포터와 아이템을을 전송할 수 있는 도구가\
포함됩니다.\n\
\n\
워프 기술을 제작하여 훨씬 빠르고 효율적으로 목장 일과 모험을 할 수 있습니다.",
t.decorations,Decorations,장식,
m.intro.decorations,"Be the best rancher, but do it in style.","최고의 목장주가 되자, 하지만 스타일도 포기할 수 없지.",
m.desc.decorations,"Decorations are a class of Slime Science gadgets that allow you to decorate the world with \
  attractive objects or recreations of natural findings from the environment.\n\
  \n\
  Craft decorations in order to make your slime ranching a more beautiful experience!","장식은 자연에서 발견 한 매력적인 물건이나 자연물로 \
세계를 장식 할 수있게 해주는 슬라임 과학 도구입니다.\n\
\n\
장식품을 제작해보세요 당신의 슬라임 농장이 더 아름다운 경험을 하게 만들기위해서!",
t.curios,Curios,골동품,
m.intro.curios,Because why not?,왜 안되겠어?,
m.desc.curios,"Curios are a class of Slime Science gadgets that while functional, are not necessarily useful. Curios \
  include toys, games, and other gimmicky gadgets that can be a great time with an equally great imagination.\n\
  \n\
  Craft curios in order to make your slime ranching a little sillier (which is the best kind of slime ranching, to be \
  honest).","골동품은 실용적이지만 반드시 유용한 것은 아니라는 점에서 슬라임 과학 도구의 한 종류입니다. 골동품에는 \
장난감, 게임과 같은 훌륭한 상상력으로 좋은 시간이 될 수있는 기타 도구가 포함됩니다.\n\
\n\
제작된 골동품은 당신의 슬라임 목장을 약간 바보같이 만들 수도 있습니다 (정직하게 말하자면, 이것은 \
가장 멋진 슬라임 목장일지도 모릅니다).",
t.pink_gordo,Pink Gordo,분홍 고르도,
t.rock_gordo,Rock Gordo,암석 고르도,
t.tabby_gordo,Tabby Gordo,고양이 고르도,
t.phosphor_gordo,Phosphor Gordo,반딧불 고르도,
t.rad_gordo,Rad Gordo,방사능 고르도,
t.boom_gordo,Boom Gordo,폭발 고르도,
t.honey_gordo,Honey Gordo,꿀 고르도,
t.hunter_gordo,Hunter Gordo,사냥꾼 고르도,
t.puddle_gordo,Puddle Gordo,물웅덩이 고르도,
t.crystal_gordo,Crystal Gordo,,
t.quantum_gordo,Quantum Gordo,,
t.dervish_gordo,Dervish Gordo,,
t.mosaic_gordo,Mosaic Gordo,,
t.tangle_gordo,Tangle Gordo,,
t.beach_ball_toy,Beach Ball,물놀이용 공,
t.big_rock_toy,Big Rock,큰 바위,
t.yarn_ball_toy,Yarn Ball,실 뭉치,
t.night_light_toy,Night Light,,
t.power_cell_toy,Power Cell,연료 전지,
t.bomb_ball_toy,Bomb Ball,폭탄 공,
t.buzzy_bee_toy,Buzzy Bee,,
t.rubber_ducky_toy,Rubber Ducky,러버덕,
t.crystal_ball_toy,Crystal Ball,수정 공,
t.stuffed_chicken_toy,Stuffed Chicken,박제 닭,
t.puzzle_cube_toy,Puzzle Cube,큐브,
t.disco_ball_toy,Disco Ball,,
t.gyro_top_toy,Gyro Top,,
t.sol_mate_toy,Sol Mate,,
t.charcoal_brick_toy,Charcoal Brick,,
m.upgrade.name.personal.liquid_slot,Water Tank,물 탱크,
m.upgrade.desc.personal.liquid_slot,Adds a specialized vac tank that allows you to store fresh water.,신선한 물을 저장할 수 있는 특수한 포획 탱크를 추가합니다.,
m.upgrade.name.personal.jetpack,Jetpack,제트팩,
m.upgrade.desc.personal.jetpack,"Keep your head in the clouds with this amazing, personal jetpack!",놀랍고 개인용 제트팩으로 구름 위를 거닐어보세요!,
m.upgrade.name.personal.jetpack_efficiency,Air Drive,에어 드라이브,
m.upgrade.desc.personal.jetpack_efficiency,Enhanced jetpack thrusters that consume 20% less energy but produce double the fun.,향상된 제트팩 추진력으로 20% 에너지 절감과 2배 향상된 재미.,
m.upgrade.name.personal.run_efficiency,Dash Boots,대쉬 신발,
m.upgrade.desc.personal.run_efficiency,"These highly advanced and, frankly, fashion-forward boots reduce the energy consumption of sprinting.","고도로 진보되고, 솔직히, 디자인 지향적인 부츠는 전력질주할 때 에너지 소모를 반으로 줄여줍니다.",
m.upgrade.name.personal.run_efficiency_2,Ultra Dash Boots,,
m.upgrade.desc.personal.run_efficiency_2,Experimental footwear capable of reducing the cost of sprinting even further. It makes you think walking is for suckers.,,
m.upgrade.name.personal.air_burst,Pulse Wave,충격파,
m.upgrade.desc.personal.air_burst,Adds a pulse wave emitter feature to your vacpack that pushes away slimes whenever you need some personal space.,개인적인 공간이 필요할 때 슬라임을 저 멀리 밀어낼 수 있는 충격파 발생기를 vacpack에 추가합니다.,
m.upgrade.name.personal.health_1,Heart Module,심장 모듈,
m.upgrade.desc.personal.health_1,"Syncs with your body's own vital processes to enhance life systems, boosting health to 150. Plus, it's sparkly.",생명 시스템을 강화하여 몸의 생명 활동을 조화롭게 하고 체력을 150으로 끌어올리세요. 게다가 생기가 넘치기까지.,
m.upgrade.name.personal.health_2,Heart Module Mk II,심장 모듈 Mk II,
m.upgrade.desc.personal.health_2,A more advanced and even sparklier heart module that boosts health to 200.,더 진보되고 심지어 생기가 더욱 넘치는 심장 모듈로 체력을 200까지 끌어올리세요.,
m.upgrade.name.personal.health_3,Heart Module Mk III,심장 모듈 Mk III,
m.upgrade.desc.personal.health_3,The latest in life system amplification and sparkliness technology boosts health to 250.,최종 생명 시스템 증폭과 생명력 기술으로 체력을 250까지 끌어올리세요.,
m.upgrade.name.personal.health_4,Heart Module Ultra,,
m.upgrade.desc.personal.health_4,An experimental life system amplification device that pushes the technology to the limit... of healthiness.,,
m.upgrade.name.personal.energy_1,Power Core,파워 코어,
m.upgrade.desc.personal.energy_1,Augments your vacpack with an almost-certainly-safe micro fusion generator that boosts energy to 150.,거의 확실하게 안전한 마이크로 융합 발전기로 vacpack을 강화하여 에너지를 150까지 끌어올리세요.,
m.upgrade.name.personal.energy_2,Power Core Mk II,파워 코어 Mk II,
m.upgrade.desc.personal.energy_2,"This enhanced micro generator boosts energy to 200; but more importantly, is even smaller.","향상된 마이크로 발전기는 에너지를 200으로 끌어올립니다; 하지만 가장 중요한건, 크기가 더욱 작아졌다는거죠.",
m.upgrade.name.personal.energy_3,Power Core Mk III,파워 코어 Mk III,
m.upgrade.desc.personal.energy_3,"The latest micro generator boosts personal energy to 250, but not high enough to give up coffee entirely.","최신의 마이크로 발전기는 개인의 에너지를 250으로 끌어올리지만, 커피를 포기할 만큼 충분히 높지는 않습니다.",
m.upgrade.name.personal.ammo_1,Tank Booster,탱크 부스터,
m.upgrade.desc.personal.ammo_1,Improved nano-storage cell technology allows your vac tanks to hold 30 units of whatever you can vac up.,개선된 나노 저장 소자 기술로 무엇이든지 포획하든 간에 포획 탱크에 30개를 보관할 수 있습니다.,
m.upgrade.name.personal.ammo_2,Tank Booster Mk II,탱크 부스터 Mk II,
m.upgrade.desc.personal.ammo_2,These enhanced nano-storage cells throw caution to the wind and allow you to cram 40 units into each vac tank.,나노 저장 소자를 과감하게 향상시켜 각 진공 탱크에 40개를 꽉 채워넣을 수 있습니다.,
m.upgrade.name.personal.ammo_3,Tank Booster Mk III,탱크 부스터 Mk III,
m.upgrade.desc.personal.ammo_3,"More is better, but in this case, it's best. These premium nano-storage cells can hold 50 units in each vac tank.","많으면 많을 수록 좋지만, 이번 경우에는 이것이 최선입니다. 프리미엄 나노 저장 소자로 50개 까지 보관할 수 있습니다.",
m.upgrade.name.personal.ammo_4,Tank Booster Ultra,,
m.upgrade.desc.personal.ammo_4,The secret best vac tank available using experimental nano-storage technology that's absolutely probably maybe legal.,,
m.upgrade.name.personal.treasure_cracker_1,Treasure Cracker,보물 절단기,
m.upgrade.desc.personal.treasure_cracker_1,Allows you to bypass the locks on basic treasure pods.,기본 보물 포드의 잠금을 해제할 수 있습니다.,
m.upgrade.name.personal.treasure_cracker_2,Treasure Cracker Mk II,보물 절단기 Mk II,
m.upgrade.desc.personal.treasure_cracker_2,Allows you to bypass the locks on more advanced treasure pods.,고급 보물 포드의 잠금을 해제할 수 있습니다.,
m.upgrade.name.personal.treasure_cracker_3,Treasure Cracker Mk III,보물 절단기 Mk III,
m.upgrade.desc.personal.treasure_cracker_3,Allows you to bypass the locks on the most advanced treasure pods.,최고급 보물 포드의 잠금을 해제할 수 있습니다.,
m.upgrade.name.personal.golden_sureshot,Golden Sureshot,,
m.upgrade.desc.personal.golden_sureshot,A special vacpack upgrade that hones in on gold slime weakpoints (their secret bellybutton?) and triples the amount of gold plorts they produce when hit.,,
m.toy.name.beach_ball,Beach Ball,,
m.toy.desc.beach_ball,"Reduces agitation of nearby slimes, especially pink slimes who enjoy fun in the sun.",,
m.toy.name.big_rock,Big Rock,,
m.toy.desc.big_rock,"Reduces agitation of nearby slimes, especially rock slimes who obviously don't understand toys.",,
m.toy.name.yarn_ball,Yarn Ball,,
m.toy.desc.yarn_ball,"Reduces agitation of nearby slimes, especially tabby slimes. Though, they still don't know how to knit any more than other slimes.",,
m.toy.name.night_light,Night Light,,
m.toy.desc.night_light,"Reduces agitation of nearby slimes, especially phosphor slimes who are just as spooked by the dark as the rest of us.",,
m.toy.name.power_cell,Power Cell,,
m.toy.desc.power_cell,"Reduces agitation of nearby slimes, especially rad slimes who like to live dangerously.",,
m.toy.name.bomb_ball,Bomb Ball,,
m.toy.desc.bomb_ball,"Reduces agitation of nearby slimes, especially boom slimes who probably think this sort of thing is funny.",,
m.toy.name.buzzy_bee,Buzzy Bee,,
m.toy.desc.buzzy_bee,"Reduces agitation of nearby slimes, especially honey slimes who are sweet on honeybees.",,
m.toy.name.rubber_ducky,Rubber Ducky,,
m.toy.desc.rubber_ducky,"Reduces agitation of nearby slimes, especially puddle slimes who are less shy when a rubber ducky buddy is nearby.",,
m.toy.name.crystal_ball,Crystal Ball,,
m.toy.desc.crystal_ball,"Reduces agitation of nearby slimes, especially crystal slimes who can use it to see the future but will never tell.",,
m.toy.name.stuffed_chicken,Stuffed Chicken,,
m.toy.desc.stuffed_chicken,"Reduces agitation of nearby slimes, especially hunter slimes who love toys they can pretend to murder.",,
m.toy.name.puzzle_cube,Puzzle Cube,,
m.toy.desc.puzzle_cube,"Reduces agitation of nearby slimes, especially quantum slimes who have both solved and not solved it before already.",,
m.toy.name.disco_ball,Disco Ball,,
m.toy.desc.disco_ball,"Reduces agitation of nearby slimes, especially mosaic slimes who dance the night away when no one is looking.",,
m.toy.name.gyro_top,Gyro Top,,
m.toy.desc.gyro_top,"Reduces agitation of nearby slimes, especially dervish slimes who didn't think spinning could be topped.",,
m.toy.name.sol_mate,Sol Mate,,
m.toy.desc.sol_mate,"Reduces agitation of nearby slimes, especially tangle slimes who love a good reference to photosynthesis.",,
m.toy.name.charcoal_brick,Charcoal Brick,,
m.toy.desc.charcoal_brick,"Reduces agitation of nearby slimes, especially fire slimes who can bring the heat because they're literally on fire.",,
m.gadget.name.extractor_drill_novice,Novice Drill,초보자의 드릴,
m.gadget.desc.extractor_drill_novice,Allows you to drill for buried resources. Lasts 1 cycle.,매장된 미네랄을 캘 수 있습니다. 1회 사용가능합니다.,
m.gadget.name.extractor_drill_advanced,Advanced Drill,숙련자의 드릴,
m.gadget.desc.extractor_drill_advanced,"A drill that unearths more resources, with a higher chance for rare resources. Lasts 3 cycles.","더 높은 확률로 희귀 미네랄을 캘 수 있고, 더 많은 량의 미네랄을 캘 수 있는 드릴. 3 회 사용가능합니다.",
m.gadget.name.extractor_drill_master,Master Drill,전문가의 드릴,
m.gadget.desc.extractor_drill_master,"A drill that unearths the most resources, with a very high chance for rare resources. Lasts 9 cycles.","매우 높은 확률로 희귀 미네랄을 캘 수 있고, 대부분의 미네랄을 캘 수 있는 드릴. 9 회 사용가능합니다.",
m.gadget.name.extractor_drill_titan,Titan Drill,타이탄 드릴,
m.gadget.desc.extractor_drill_titan,A secret drill manufactured by 7Zee that offers the highest chance for rare resources. Lasts 12 cycles.,TBD,
m.gadget.name.extractor_pump_novice,Novice Pump,초보자용 펌프,
m.gadget.desc.extractor_pump_novice,Allows you to siphon underground resources. Lasts 1 cycle.,지하 자원을 뽑아올릴 수 있습니다. 1회 사용가능합니다.,
m.gadget.name.extractor_pump_advanced,Advanced Pump,숙련자의 펌프,
m.gadget.desc.extractor_pump_advanced,"A pump that siphons more resources, with a higher chance for rare resources. Lasts 3 cycles.","더 높은 확률로 희귀 자원을 뽑아내고, 더 많은 자원들을 뽑아낼 수 있는 펌프. 3회 사용가능합니다.",
m.gadget.name.extractor_pump_master,Master Pump,전문가의 펌프,
m.gadget.desc.extractor_pump_master,"A pump that siphons the most resources, with a very high chance for rare resources. Lasts 9 cycles.",TBD,
m.gadget.name.extractor_pump_abyssal,Abyssal Pump,심해용 펌프,
m.gadget.desc.extractor_pump_abyssal,A secret pump manufactured by 7Zee that offers the highest chance for rare resources. Lasts 12 cycles.,TBD,
m.gadget.name.extractor_apiary_novice,Novice Apiary,초보자의 양봉장,
m.gadget.desc.extractor_apiary_novice,Allows you to collect resources from wild bees. Lasts 1 cycle.,야생 꿀벌이 만드는 자원을 모을 수 있습니다. 1회 사용가능합니다.,
m.gadget.name.extractor_apiary_advanced,Advanced Apiary,숙련자의 양봉장,
m.gadget.desc.extractor_apiary_advanced,"An apiary that collects more resources, with a higher chance for rare resources. Lasts 3 cycles.","더 높은 확률로 희귀 자원이 나오고, 더 많은 자원을 모을 수 있는 양봉장. 3회 사용가능합니다.",
m.gadget.name.extractor_apiary_master,Master Apiary,전문가의 양봉장,
m.gadget.desc.extractor_apiary_master,"An apiary that collects the most resources, with a very high chance for rare resources. Lasts 9 cycles.",TBD,
m.gadget.name.extractor_apiary_royal,Royal Apiary,왕실의 양봉장,
m.gadget.desc.extractor_apiary_royal,A secret apiary manufactured by 7Zee that offers the highest chance for rare resources. Lasts 12 cycles.,TBD,
m.gadget.name.teleporter_pink,Pink Teleporter,분홍 텔러포터,
m.gadget.desc.teleporter_pink,A set of two teleporters that can be used to create your own quick travel link.,두 지점간에 빠른 이동을 할 수 있는 연결점을 만드는 텔레포터,
m.gadget.name.teleporter_blue,Blue Teleporter,파랑 텔레포터,
m.gadget.desc.teleporter_blue,A set of two teleporters that can be used to create your own quick travel link.,두 지점간에 빠른 이동을 할 수 있는 연결점을 만드는 텔레포터,
m.gadget.name.teleporter_violet,Violet Teleporter,보라 텔레포터,
m.gadget.desc.teleporter_violet,A set of two teleporters that can be used to create your own quick travel link.,두 지점간에 빠른 이동을 할 수 있는 연결점을 만드는 텔레포터,
m.gadget.name.teleporter_grey,Grey Teleporter,회색 텔레포터,
m.gadget.desc.teleporter_grey,A set of two teleporters that can be used to create your own quick travel link.,두 지점간에 빠른 이동을 할 수 있는 연결점을 만드는 텔레포터,
m.gadget.name.teleporter_green,Green Teleporter,초록 텔레포터,
m.gadget.desc.teleporter_green,A set of two teleporters that can be used to create your own quick travel link.,두 지점간에 빠른 이동을 할 수 있는 연결점을 만드는 텔레포터,
m.gadget.name.teleporter_red,Red Teleporter,빨강 텔레포터,
m.gadget.desc.teleporter_red,A set of two teleporters that can be used to create your own quick travel link.,두 지점간에 빠른 이동을 할 수 있는 연결점을 만드는 텔레포터,
m.gadget.name.teleporter_amber,Amber Teleporter,호박색 텔레포터,
m.gadget.desc.teleporter_amber,A set of two teleporters that can be used to create your own quick travel link.,두 지점간에 빠른 이동을 할 수 있는 연결점을 만드는 텔레포터,
m.gadget.name.teleporter_gold,Gold Teleporter,황금 텔레포터,
m.gadget.desc.teleporter_gold,A set of two teleporters that can be used to create your own quick travel link.,두 지점간에 빠른 이동을 할 수 있는 연결점을 만드는 텔레포터,
m.gadget.name.teleporter_berry,Berry Teleporter,,
m.gadget.desc.teleporter_berry,A set of two teleporters that can be used to create your own quick travel link.,,
m.gadget.name.teleporter_cocoa,Cocoa Teleporter,,
m.gadget.desc.teleporter_cocoa,A set of two teleporters that can be used to create your own quick travel link.,,
m.gadget.name.teleporter_butterscotch,Butterscotch Teleporter,,
m.gadget.desc.teleporter_butterscotch,A set of two teleporters that can be used to create your own quick travel link.,,
m.gadget.name.warp_depot_pink,Pink Warp Depot,분홍 워프 창고,
m.gadget.desc.warp_depot_pink,A set of two gadgets that allow you to remotely transfer resources between two points.,정해진 두 장치 간 서로 자원을 전송할 수 있습니다.,
m.gadget.name.warp_depot_blue,Blue Warp Depot,파랑 워프 창고,
m.gadget.desc.warp_depot_blue,A set of two gadgets that allow you to remotely transfer resources between two points.,정해진 두 장치 간 서로 자원을 전송할 수 있습니다.,
m.gadget.name.warp_depot_violet,Violet Warp Depot,보라 워프 창고,
m.gadget.desc.warp_depot_violet,A set of two gadgets that allow you to remotely transfer resources between two points.,정해진 두 장치 간 서로 자원을 전송할 수 있습니다.,
m.gadget.name.warp_depot_grey,Grey Warp Depot,회색 워프 창고,
m.gadget.desc.warp_depot_grey,A set of two gadgets that allow you to remotely transfer resources between two points.,정해진 두 장치 간 서로 자원을 전송할 수 있습니다.,
m.gadget.name.warp_depot_green,Green Warp Depot,초록 워프 창고,
m.gadget.desc.warp_depot_green,A set of two gadgets that allow you to remotely transfer resources between two points.,정해진 두 장치 간 서로 자원을 전송할 수 있습니다.,
m.gadget.name.warp_depot_red,Red Warp Depot,빨강 워프 창고,
m.gadget.desc.warp_depot_red,A set of two gadgets that allow you to remotely transfer resources between two points.,정해진 두 장치 간 서로 자원을 전송할 수 있습니다.,
m.gadget.name.warp_depot_amber,Amber Warp Depot,호박색 워프 창고,
m.gadget.desc.warp_depot_amber,A set of two gadgets that allow you to remotely transfer resources between two points.,정해진 두 장치 간 서로 자원을 전송할 수 있습니다.,
m.gadget.name.warp_depot_gold,Gold Warp Depot,황금 워프 창고,
m.gadget.desc.warp_depot_gold,A set of two gadgets that allow you to remotely transfer resources between two points.,정해진 두 장치 간 서로 자원을 전송할 수 있습니다.,
m.gadget.name.warp_depot_berry,Berry Warp Depot,,
m.gadget.desc.warp_depot_berry,A set of two gadgets that allow you to remotely transfer resources between two points.,,
m.gadget.name.warp_depot_cocoa,Cocoa Warp Depot,,
m.gadget.desc.warp_depot_cocoa,A set of two gadgets that allow you to remotely transfer resources between two points.,,
m.gadget.name.warp_depot_butterscotch,Butterscotch Warp Depot,,
m.gadget.desc.warp_depot_butterscotch,A set of two gadgets that allow you to remotely transfer resources between two points.,,
m.gadget.name.market_link,Market Link,,
m.gadget.desc.market_link,A compact plort market that allows you to make quick sales. Consult the main plort market for price data.,,
m.gadget.name.med_station,Med Station,의학 스테이션,
m.gadget.desc.med_station,Rapidly drains your energy to restore health. Fixes you up fast!,에너지를 소모하여 빠르게 체력을 회복합니다. 빠르게 복귀할 수 있습니다!,
m.gadget.name.hydro_turret,Hydro Turret,살수탑,
m.gadget.desc.hydro_turret,A defensive cannon that will automatically target tarr and blast them with water.,물로 타르를 자동으로 타격하여 타르를 터트리는 방어용 대포,
m.gadget.name.super_hydro_turret,Super Hydro Turret,,
m.gadget.desc.super_hydro_turret,An advanced defensive cannon that doubles the firepower against tarr.,,
m.gadget.name.hydro_shower,Hydro Shower,하이드로 샤워,
m.gadget.desc.hydro_shower,TBD,TBD,
m.gadget.name.spring_pad,Spring Pad,용수철 패드,
m.gadget.desc.spring_pad,Launches anything that touches it straight into the air!,닿이는 것은 뭐든지 발사하여 하늘에 똑바로 날려 보냅니다.,
m.gadget.name.refinery_link,Refinery Link,정제소 링크,
m.gadget.desc.refinery_link,Allows you to remotely deposit resources into the refinery.,자원을 정제소에 멀리서도 넣을 수 있습니다.,
m.gadget.name.potted_tactus,Potted Tactus,화분에 심은 선인장,
m.gadget.desc.potted_tactus,A cactus found in the Glass Desert that slimes and other items can stick to for a short while.,TBD,
m.gadget.name.taming_bell,Taming Bell,은은한 종,
m.gadget.desc.taming_bell,The dulcet tone of this curious bell will calm the anger of any feral slime that hears it.,신비로운 종의 감미로운 종소리로 야생 슬라임의 분노를 진정시킬 것입니다.,
m.gadget.name.slime_hoop,Slimeball Hoop,슬라임골대,
m.gadget.desc.slime_hoop,Begins a round of slimeball as soon as a single slime passes through the hoop. What's your high score?,골대에 슬라임을 통과시키면 슬라임농구가 시작됩니다. 최고 성적은?,
m.gadget.name.slime_stage,,최고의 슬라임 무대,
m.gadget.desc.slime_stage,"Allows you to let other slimes know who is, unequivocally, the number one slime.",다른 슬라임이 누구인지 분명하게 구분할 수 있습니다.,
m.gadget.name.lamp_pink,Pink Slime Lamp,분홍 슬라임 램프,
m.gadget.desc.lamp_pink,A decorative lamp housing a happy slime.,행복한 슬라임 모양의 장식용 램프입니다.,
m.gadget.name.lamp_blue,Blue Slime Lamp,파랑 슬라임 램프,
m.gadget.desc.lamp_blue,A decorative lamp housing a happy slime.,행복한 슬라임 모양의 장식용 램프입니다.,
m.gadget.name.lamp_violet,Violet Slime Lamp,보라 슬라임 램프,
m.gadget.desc.lamp_violet,A decorative lamp housing a happy slime.,행복한 슬라임 모양의 장식용 램프입니다.,
m.gadget.name.lamp_grey,Grey Slime Lamp,회색 슬라임 램프,
m.gadget.desc.lamp_grey,A decorative lamp housing a happy slime.,행복한 슬라임 모양의 장식용 램프입니다.,
m.gadget.name.lamp_green,Green Slime Lamp,초록 슬라임 램프,
m.gadget.desc.lamp_green,A decorative lamp housing a happy slime.,행복한 슬라임 모양의 장식용 램프입니다.,
m.gadget.name.lamp_red,Red Slime Lamp,빨간 슬라임 램프,
m.gadget.desc.lamp_red,A decorative lamp housing a happy slime.,행복한 슬라임 모양의 장식용 램프입니다.,
m.gadget.name.lamp_amber,Amber Slime Lamp,호박색 슬라임 램프,
m.gadget.desc.lamp_amber,A decorative lamp housing a happy slime.,행복한 슬라임 모양의 장식용 램프입니다.,
m.gadget.name.lamp_gold,Gold Slime Lamp,,
m.gadget.desc.lamp_gold,A decorative lamp housing a happy slime.,,
